UP,15085994880,15084367501,15085983991,15082665511,15082665800,15085984341,15084363810,15087885461,15085995020,15082669081,15087880431,15082671420,15082676701,15082664931,15087879520,15084376061,15087888820,15082671521,15085994820,15087886080
UP,15082670491,15087884081,15082662160,15084364331,15087879250,15087877060,15082670401,15085984271,15084375121,15084365860,15084375041,15082668931,15087886561,15084366160,15087882081,15087880491,15082665221,15087883011,15084365390,15085984581
DOWN,15084365121,15084375281,15082660871,15082669870,15084377641,15084364920,15087879741,15087876741,15087878230,15085984941,15084375280,15087881750,15085994270,15106037711,15085987310,15087876741,15087884890,15082668260,15084375540,15087888431
DOWN,15087884980,15082659871,15082661571,15106037310,15087876740,15082661230,15085994130,15082659540,15084364921,15085985581,15106037370,15082659221,15087881821,15082660870,15085993930,15085989050,15087887760,15085991041,15085989051,15082661501
UP,15087882640,15085987860,15082676601,15087877330,15084364111,15087885540,15082665380,15082665381,15084376970,15085984390,15087888670,15087880291,15087876621,15082670180,15082663891,15082669011,15087880081,15082667240,15087881961,15087877061
UP,15085989931,15087888821,15087886670,15084377920,15082665220,15082658870,15082665510,15084366161,15087880150,15085990071,15087877331,15084364411,15084376241,15084363910,15087883790,15084372190,15085983641,15082667940,15084377920,15087880290
HOLE,15089604570,15089602331,15089599060,15089607671,15089606450,15089595731,15089603591,15089596230,15089611631,15089593921,15089601761,15089611351,15089607491,15089596910,15091323430,15089605011,15089601470,15089593480,15091323221,15091322420
HOLE,15089596540,15089606180,15089605320,15089597720,15089605540,15089595871,15089605091,15091319371,15089597101,15089594771,15091322531,15089606061,15089597340,15089607720,15089597590,15089611091,15089597531,15089610280,15089606590,15091323570
NA,15085974740,15093911040,15106033121,15106033660,15085998990,15106036781,15093904460,15106034190,15085998861,15093910880,15093904590,15093912461,15093916191,15106033121,15093907491,15085998481,15085998920,15093920630,15085973660,15093921220
HOLE,15089602590,15089597471,15089593541,15089594950,15089596670,15089595451,15089599700,15089597471,15089602430,15089601711,15089601710,15089602330,15089607551,15089603851,15089605781,15089601531,15089604391,15089601531,15089596670,15089595261
UP,15087879351,15087882861,15087887000,15087882861,15082671621,15085988740,15085988741,15085984530,15082670571,15087876620,15084377030,15087882920,15082676440,15084364480,15085991690,15084367211,15087876140,15087887501,15082664930,15085995511
DOWN,15085987311,15084377320,15106037601,15082667570,15082661231,15082660430,15084376710,15087883471,15085989711,15082668191,15084375611,15085994071,15087878161,15085991440,15082675710,15082669871,15085991441,15082669790,15082669290,15085986900
UP,15084366230,15085991900,15082676390,15082671140,15085987931,15085987930,15082665080,15087886930,15085992490,15085994950,15085983571,15082676391,15082664600,15087882501,15084366040,15087882501,15087880211,15082676800,15087877120,15084372011
DOWN,15082670831,15085991310,15082668640,15085991570,15082660140,15082660740,15082671010,15084365171,15082669461,15087885040,15085988150,15085994351,15087884821,15087887931,15085993931,15082669690,15082667330,15085985191,15106037831,15084377640
HOLE,15089593010,15089605200,15089603680,15089602431,15089605140,15089595621,15089603901,15089604031,15089601261,15089605200,15089603900,15091323630,15091322530,15089599701,15089602191,15089607390,15089604780,15089596420,15089597050,15089596911
