DOWN,15085991501,15084364980,15084375540,15106037600,15087884391,15087878161,15082669180,15082675710,15082660431,15082661431,15082659221,15084367791,15082660141,15085985780,15082661351,15082670740,15085989471,15085988080,15082675761,15084364980
DOWN,15085991371,15084365120,15082668121,15087876741,15084365030,15085988221,15087887841,15085991441,15082660651,15085986901,15082661681,15085987160,15087885041,15085986831,15085993801,15087883390,15087888431,15084377320,15087881750,15082676181
HOLE,15089606640,15089605420,15089597470,15089599500,15089596080,15091322420,15089604840,15089602010,15091323160,15089607551,15089603320,15089605250,15089595390,15089600030,15091323491,15089604031,15089593081,15089604520,15089596910,15089597100
UP,15087886400,15082658751,15082668001,15087876490,15082664441,15087886670,15087885381,15085986331,15087885461,15082663651,15087887091,15082664011,15084376970,15087886400,15085983641,15085995261,15084372191,15087877660,15084365450,15084376850
HOLE,15089602080,15089596670,15091322481,15089604841,15089597721,15089596361,15089606540,15089607721,15089603731,15091322481,15089600031,15089607601,15089595261,15089605091,15091322481,15089599231,15089599280,15089599281,15091323570,15089610160
DOWN,15087887840,15084376500,15082667660,15082676180,15085989600,15085994200,15082660870,15082668490,15087883320,15087878160,15084375680,15087887931,15082661041,15106037311,15085993671,15082669290,15082669870,15085986830,15085991571,15084377691
HOLE,15089610061,15089593140,15089593380,15089607600,15089604900,15089611440,15089611091,15089602130,15089599440,15089600111,15089595941,15089602381,15089599350,15091322531,15089605840,15089603781,15089593380,15089611090,15089593611,15089597220
UP,15085983990,15087888821,15087879521,15087884010,15085984581,15084366041,15082676500,15087886560,15084363911,15082662360,15087882021,15087884080,15082665930,15085994950,15085986400,15085983701,15084372010,15087883791,15084364110,15085990150
HOLE,15089604290,15091322601,15089597340,15089605641,15089605841,15089605200,15089596831,15089603680,15089610281,15091323311,15089593320,15089605141,15089605090,15091319080,15089593741,15089595330,15089599000,15089601640,15089604071,15089599980
UP,15082666961,15084372190,15082663110,15084376241,15087886480,15082664830,15085992330,15084375040,15087883930,15085988521,15084375041,15085990151,15085992260,15085987481,15082665801,15082669011,15085992260,15106028321,15082667050,15085990001
