UP,15082671330,15085990151,15082665711,15085983781,15082671331,15087886740,15087886241,15087876491,15087877060,15082676601,15084376181,15085988740,15087880290,15085986461,15087877121,15087880081,15087877871,15082676800,15087876990,15082665711
DOWN,15082671011,15082667661,15084367640,15087884391,15082661041,15085984710,15082668560,15087884241,15085988081,15087880860,15085989710,15084364981,15082675821,15087884391,15082676180,15082661161,15087884390,15082668491,15087887931,15082669460
NA,15093906791,15093919220,15093917701,15093921220,15093920931,15106031851,15085975200,15085973191,15085973271,15093919221,15093920880,15093917891,15085998801,15085973331,15093911251,15093909120,15085998160,15093909071,15093902130,15085998990
NA,15093916920,15093910830,15093910650,15106032690,15093916051,15093914481,15093911820,15093909470,15093910881,15085998731,15085973401,15106033430,15093920100,15106033551,15093913370,15093904950,15085997720,15085974611,15093907540,15093902080
UP,15087887341,15087886560,15082668930,15085995141,15085983920,15084367440,15087886670,15082661900,15084364560,15087883930,15082664521,15085994821,15087886311,15084364331,15087886561,15082664201,15082665510,15085987620,15085994951,15087882430
DOWN,15082660330,15082659540,15085987161,15087885040,15082660140,15085985660,15087880861,15082668191,15085989271,15087880551,15085988981,15087884310,15082661040,15085987161,15087879680,15087888240,15084377320,15085985781,15085986900,15085990910
UP,15087880000,15087886671,15087886080,15082662161,15087887000,15087875981,15085995340,15087885381,15084375990,15087887001,15085984471,15084377851,15087882370,15085987861,15084377030,15082665930,15085995071,15082658790,15084363691,15087881961
UP,15087885771,15087884080,15085986460,15082667810,15087880150,15087882021,15087884080,15084365450,15084363690,15084371860,15087880001,15087887180,15085994950,15087886400,15085994881,15087885771,15082663500,15082663500,15085986231,15087877061
NA,15106028511,15106036580,15106036580,15093912690,15085973270,15093907541,15093910600,15106033660,15093907541,15085973531,15085974451,15085998240,15106033121,15093916571,15093912390,15093912031,15106032900,15093915091,15106036780,15093904421
DOWN,15082667570,15085989050,15082670741,15087883321,15084376500,15084376710,15082660740,15084375351,15085984940,15087879811,15084368241,15082660651,15082669690,15087881820,15085987311,15082669690,15082659780,15082661750,15085993861,15082661430
HOLE,15089597281,15089597720,15089601201,15089603321,15089593320,15089593680,15089604240,15089596541,15091324300,15089601641,15089593481,15089604950,15089599170,15089605490,15089611270,15089603851,15089607491,15089597221,15089605140,15089604440
DOWN,15087883210,15082660801,15084375681,15082659451,15085984711,15082661501,15082670920,15085987310,15085989121,15087887930,15085985320,15085994000,15082660141,15082666741,15082669370,15082661431,15084367861,15084375540,15087880940,15084377321
UP,15085987480,15082670180,15087886811,15106028321,15087879350,15085983921,15082663501,15085983701,15085983851,15082667051,15082671620,15082663010,15087886811,15082664600,15082663011,15082664350,15087880491,15082676750,15087885460,15082665221
DOWN,15084364920,15084364780,15082659341,15082669790,15085993671,15082669551,15084377391,15082666820,15082676131,15087884981,15087884821,15106037711,15084365031,15084368240,15087884821,15106037480,15082661230,15085991570,15082659700,15082671010
UP,15085989861,15084372191,15085984580,15087876050,15085984531,15087880431,15087875980,15084365961,15087880080,15087880291,15087882921,15085994880,15085989931,15082661981,15087877921,15084365391,15087877271,15085992261,15085989861,15082666030
