UP,15087877801,15084376130,15085983641,15087883060,15085986331,15082658750,15087886080,15087885460,15082671421,15082665080,15082670571,15084376180,15084376971,15087886160,15082676340,15084363810,15087876051,15082664440,15082670180,15084376851
UP,15085994950,15087884080,15082665380,15082662160,15084365450,15082667050,15082666031,15082670401,15082665931,15085991801,15087875981,15087887340,15084363690,15087877721,15085995510,15082665021,15084365860,15082664200,15087884081,15082676390
UP,15084364561,15084366230,15082671330,15082663111,15087877211,15087877211,15085984201,15082670101,15082665930,15084365391,15087877481,15087877271,15087876490,15087879351,15084376131,15085988821,15084372190,15087882370,15084371861,15085989860
DOWN,15087880860,15084364780,15106037600,15085991180,15082660800,15082660330,15085994001,15085989051,15082668640,15085985081,15082660651,15085984771,15085991041,15084368131,15084365121,15082668380,15087878161,15084377640,15087887840,15085985321
UP,15085995021,15082661900,15087883791,15082676601,15084377921,15082664661,15085994951,15085991750,15087876991,15084377090,15085983781,15087886480,15084375040,15085983851,15087886810,15085995021,15087883930,15082668931,15087882431,15082666030
NA,15093894840,15093919100,15093905000,15085973921,15093910601,15093919220,15106031960,15093902081,15093914481,15085973530,15085998481,15093907140,15106037140,15093896781,15106033121,15085998100,15093912030,15106033661,15085998860,15093912461
HOLE,15089599351,15089611441,15089604841,15091319031,15089604290,15089601761,15089597220,15089596230,15089606500,15089597470,15089600161,15089603901,15091323570,15089595140,15089601200,15089596301,15089597661,15089603531,15089605370,15089603680
DOWN,15085988150,15087878230,15085991181,15085993930,15082669550,15082670920,15082667660,15084375611,15085991570,15085993731,15082675761,15084377691,15085991040,15082668381,15084375540,15084364921,15087884890,15082667330,15087880941,15084368241
UP,15085987621,15087888820,15087886741,15082662271,15087877411,15087879190,15082664090,15085992330,15084365861,15082663011,15087877870,15082670490,15082669010,15082670491,15084364411,15087885610,15087885841,15082669080,15087880350,15087876050
HOLE,15089596540,15091323490,15091323221,15089603271,15089605250,15089605090,15089600160,15091322480,15089599061,15091319081,15089593481,15091324190,15089606230,15089606501,15089605320,15089602380,15089605950,15089595680,15089593741,15089596361
HOLE,15089597340,15089595800,15089602191,15089593480,15089605731,15091319291,15089610391,15089604521,15089601261,15089594770,15089599111,15089596980,15089605840,15089611630,15089602191,15089596740,15089595141,15089606290,15089594770,15089595211
HOLE,15089596910,15089600111,15089601961,15089601640,15089596080,15089597280,15089595330,15089602130,15089602430,15089603851,15089597401,15089602381,15089603321,15089593920,15089610161,15089593540,15089606001,15091319371,15089601710,15091324550
HOLE,15089595621,15089597050,15089611180,15089607551,15089606180,15089597100,15089595940,15089604900,15091324300,15089601531,15089603731,15089604840,15089599931,15089596981,15089601531,15089600030,15089604181,15089604340,15089604180,15089605780
UP,15087886560,15082665220,15087888670,15082664011,15082664201,15087882861,15085995070,15082661981,15085992411,15084377151,15082664930,15087887180,15087876491,15087879431,15082663271,15085984471,15085995191,15084367381,15085995441,15082663190
UP,15087876990,15085995140,15087875980,15087877060,15085986401,15085986070,15082658791,15087879250,15084372011,15082670181,15082663010,15087882860,15082676551,15084367440,15087880351,15084375990,15085990000,15082662050,15087877871,15082667240
