DOWN,15085985781,15082660510,15084376501,15085989190,15082659870,15085985730,15082666820,15082660740,15082660331,15082669370,15087884480,15085985010,15085990970,15085985440,15106037601,15084368180,15087884241,15082668381,15085990971,15082661041
HOLE,15089607431,15089597340,15089604390,15089596831,15089602520,15089603270,15089601370,15089607391,15089602331,15089599170,15089607670,15089593540,15089610061,15089603730,15089599881,15089601151,15089599231,15089593480,15089599701,15089611630
UP,15082665380,15084367440,15087880151,15082676500,15085984341,15087886561,15084365861,15084364690,15087877061,15087887090,15087885540,15082664930,15087883930,15085990071,15087883790,15084372011,15084371861,15082664090,15082664200,15082663011
HOLE,15089606690,15089606691,15089606230,15091322421,15089611181,15089593080,15089594951,15089596361,15089610160,15089601531,15089603370,15089605251,15089605541,15089606500,15091319370,15089599281,15089604240,15089606291,15089606690,15091322730
UP,15087877270,15085983780,15085986331,15087877271,15085992331,15087882860,15082666030,15084377151,15082667150,15084365720,15082667861,15087885541,15087877800,15082663190,15085984580,15085995071,15087877270,15085986071,15085990001,15085983640
UP,15082671420,15084376130,15084376241,15085988740,15087877121,15082676441,15082671331,15087875980,15087877330,15085987620,15085983701,15082662050,15085987481,15085984141,15082670181,15082671140,15085987561,15082665381,15087888820,15084364111
NA,15093912030,15093914880,15106036581,15093917041,15093913311,15093912140,15093920880,15093912630,15093901271,15093911290,15106028950,15085974681,15085973270,15093911250,15093895131,15085973800,15085974930,15085973800,15093906580,15093902311
HOLE,15091323571,15089596301,15089601530,15089593481,15091323371,15089599111,15089597341,15089605491,15089595521,15089603321,15089604291,15089593740,15089596171,15091322670,15089593821,15089599060,15089595080,15089607720,15089604030,15089595211
DOWN,15082669790,15085985320,15085987090,15085984890,15082667331,15082667331,15085985320,15084367791,15082675710,15087888340,15084377690,15082668560,15085989601,15085985660,15087887931,15087880810,15082659450,15082659081,15085988980,15085993800
NA,15093917931,15085975060,15093899171,15093916570,15085997601,15106033270,15093901321,15093900770,15085997660,15093912801,15093919931,15085973530,15093896991,15106034911,15085998860,15085998041,15093907141,15106036691,15106032691,15085973661
DOWN,15085988081,15082676080,15087879810,15085987310,15087880940,15085988081,15087888430,15082669371,15087881750,15082669291,15087881750,15082661231,15085985081,15085986971,15082660060,15085994450,15082667330,15087888501,15085994001,15085985191
NA,15093914480,15093915140,15093904461,15093910650,15093907430,15093920881,15085998410,15106036781,15093920390,15093907201,15093896681,15106035101,15085997971,15093906740,15085998160,15093916050,15085973731,15093900380,15093907430,15093900921
UP,15087876491,15082661901,15084363991,15084376851,15082665711,15087883931,15082671231,15085988600,15085995140,15087880291,15084375120,15082671620,15085995510,15087879521,15087886930,15082668930,15087883710,15085994820,15082662161,15087876341
UP,15087886000,15085992490,15082676391,15084367141,15087886160,15082658750,15082665650,15082670101,15087877660,15082664931,15082676751,15087883061,15084371860,15087879191,15087882771,15087884011,15085984470,15087886670,15085987621,15087886161
UP,15084375121,15085994881,15087877871,15087876411,15084364410,15085992410,15087882021,15087884010,15087884081,15087887500,15082676340,15085986330,15084367380,15084367500,15085992411,15084376131,15085984390,15082665441,15087884080,15085983991
